Symbol,Company,DividendScore,FinancialScore,ProfitScore,TotalScore,MarketCap,Problem,AvgGrowthRate,CumulativeDividend
1905.T,Tenox Corporation,1,20,19,40,9775673344.0,3回以上減配あり/2回減配あり,0.0933983943554763,
7271.T,Yasunaga Corporation,3,15,22,40,8428124160.0,3回以上減配あり/2回減配あり,0.12371964455297786,
7212.T,F-Tech Inc.,1,20,19,40,14059886592.0,3回以上減配あり/2回減配あり,0.09897119341563786,
9506.T,"Tohoku Electric Power Company, Incorporated",13,12,15,40,693351350272.0,減収傾向/2回減配あり/自己資本比率低い,0.4046296296296297,
9531.T,"Tokyo Gas Co.,Ltd.",1,22,17,40,2092248072192.0,3回以上減配あり/2回減配あり/現金比率低い,0.06295308682531736,
7619.T,"Tanaka Co.,Ltd.",1,20,19,40,7909062144.0,3回以上減配あり/2回減配あり,0.03624652320304494,
5918.T,"The Takigami Steel Construction Co., Ltd.",13,13,14,40,16510096384.0,営業CF合計マイナス/ROE低い/2回減配あり,0.04545454545454545,
9204.T,Skymark Airlines Inc.,0,15,25,40,25322756096.0,無配年あり/自己資本比率低い/配当性向100%以上,-0.2,
3863.T,"Nippon Paper Industries Co., Ltd.",0,20,20,40,161431912448.0,ROE低い/自己資本比率低い/無配年あり/3回以上減配あり/2回減配あり,-0.11458333333333334,
291A.T,Reskill Corp.,0,20,20,40,4091556096.0,無配年あり,,
3917.T,"iRidge, Inc.",0,20,20,40,3593595392.0,無配年あり/ROE低い,,
3151.T,"Vital KSK Holdings, Inc.",1,14,25,40,80598073344.0,3回以上減配あり/2回減配あり,0.18853203157550982,
9904.T,"Verite Co., Ltd.",0,20,20,40,6675021312.0,ROE低い/配当性向100%以上/無配年あり/3回以上減配あり/2回減配あり,-0.03823879915288899,
7091.T,"Living Platform,Ltd.",0,10,30,40,5785317376.0,無配年あり/自己資本比率低い,,
4388.T,"AI,Inc.",0,20,20,40,2260009728.0,無配年あり/3回以上減配あり/2回減配あり,-0.3861607142857143,
2666.T,"AUTOWAVE Co., Ltd.",0,20,20,40,2673395968.0,無配年あり/ROE低い,0.125,
8147.T,"Tomita Co., Ltd.",3,12,25,40,7308649472.0,3回以上減配あり/2回減配あり,0.09095543365130583,
2798.T,Y's Table Corporation,0,10,30,40,9857925120.0,無配年あり/自己資本比率低い,,
475A.T,"GIMIC Co., Ltd.",0,20,20,40,3627993600.0,無配年あり,,
5411.T,"JFE Holdings, Inc.",0,30,10,40,1231559852032.0,減収傾向/ROE低い/無配年あり/3回以上減配あり/2回減配あり/配当性向70%以上2回,0.5766290726817043,
2435.T,"CEDAR.Co.,Ltd.",0,10,30,40,2356612352.0,無配年あり/2回減配あり/自己資本比率低い,0.3,
1873.T,"Nihon House Holdings Co., Ltd.",0,25,15,40,13079408640.0,3回以上減配あり/減収傾向/2回減配あり,0.010839160839160823,
6200.T,"Insource Co., Ltd.",0,9,30,39,60381700096.0,無配年あり,0.428127772252866,
4416.T,True Data Inc.,0,20,19,39,2086557184.0,無配年あり,,
6151.T,"Nitto Kohki Co., Ltd.",0,25,14,39,32938676224.0,3回以上減配あり/ROE低い/2回減配あり,0.014067884673985766,
4240.T,"Cluster Technology Co.,Ltd.",0,20,19,39,1821617920.0,無配年あり,,
4247.T,"POVAL KOGYO Co., Ltd.",0,20,19,39,3696307200.0,無配年あり,0.013516804475708586,
3565.T,Ascentech K.K.,0,15,24,39,20361500672.0,無配年あり/自己資本比率低い,0.3326531060933878,
3553.T,"Kyowa Leather Cloth Co., Ltd.",0,25,14,39,22305538048.0,ROE低い/配当性向100%以上/3回以上減配あり/2回減配あり/配当性向70%以上2回,0.036043205160852215,
5660.T,"Kobelco Wire Company, Ltd.",0,25,14,39,11228370944.0,3回以上減配あり/ROE低い/2回減配あり,0.36767676767676766,
6317.T,Kitagawa Corporation,0,25,14,39,17264914432.0,無配年あり/3回以上減配あり/ROE低い/2回減配あり,-0.07704540091295914,
7433.T,"Hakuto Co., Ltd.",0,22,17,39,102415564800.0,3回以上減配あり/2回減配あり/配当性向100%以上,0.3051929584856104,
6929.T,"Nippon Ceramic Co., Ltd.",0,9,30,39,78155325440.0,無配年あり,0.16095238095238096,
8604.T,"Nomura Holdings, Inc.",1,8,30,39,4794513620992.0,3回以上減配あり/営業CF合計マイナス/2回減配あり/自己資本比率低い,0.2605835038481873,
8628.T,"Matsui Securities Co., Ltd.",11,8,20,39,312204886016.0,配当性向70%以上2回/営業CF合計マイナス/2回減配あり/自己資本比率低い,0.03370604470348716,
6998.T,"Nippon Tungsten Co., Ltd.",0,25,14,39,17485535232.0,3回以上減配あり/配当性向70%以上2回/ROE低い/2回減配あり,0.20935789356841988,
9279.T,Gift Holdings Inc.,0,9,30,39,97827913728.0,無配年あり,0.3098124098124098,
3733.T,"Software Service, Inc.",0,9,30,39,57147834368.0,無配年あり,0.11159751229926668,
8918.T,"LAND Co., Ltd.",0,17,22,39,16916711424.0,無配年あり,0.0,
1997.T,"Akatsuki Eazima Co., Ltd.",15,0,24,39,8007048704.0,2回減配あり,0.17857543690877029,
4931.T,"Shinnihonseiyaku Co., Ltd.",0,9,30,39,44084596736.0,無配年あり,0.21588180338180338,
5282.T,GEOSTR Corporation,0,9,30,39,13387451392.0,3回以上減配あり/2回減配あり/現金比率低い,0.15220874308095406,
6185.T,SMN Corporation,0,20,19,39,5397374976.0,無配年あり,,
5741.T,UACJ Corporation,0,25,14,39,428228673536.0,無配年あり/3回以上減配あり/2回減配あり/EPS低い,-0.1336138658868838,
4521.T,"Kaken Pharmaceutical Co., Ltd.",0,22,17,39,151851941888.0,2回減配あり/配当性向100%以上,0.015755073959408325,
6289.T,Giken Ltd.,13,9,17,39,48144748544.0,配当性向70%以上2回/2回減配あり,0.10953937130407718,
3157.T,GEOLIVE Group Corporation,0,15,24,39,19297048576.0,無配年あり/2回減配あり/自己資本比率低い,0.26121485713800946,
3687.T,Fixstars Corporation,0,9,30,39,70873350144.0,無配年あり/2回減配あり,0.21488429360282912,
7791.T,"Dreambed Co.,Ltd.",0,20,19,39,3354097664.0,無配年あり,-0.04341397849462366,
5204.T,"Ishizuka Glass Co., Ltd.",0,20,19,39,12844043264.0,無配年あり/3回以上減配あり/2回減配あり,0.0270795177045177,
6196.T,"Strike Group Co., Ltd.",0,9,30,39,82149416960.0,無配年あり,0.3809452852247623,
9158.T,CUC Inc.,0,20,19,39,21986480128.0,無配年あり,,
9101.T,Nippon Yusen Kabushiki Kaisha,0,22,17,39,2862020034560.0,無配年あり/3回以上減配あり/2回減配あり/現金比率低い,0.9310466707542947,
7702.T,"JMS Co.,Ltd.",10,25,4,39,11480269824.0,ROE低い/2回減配あり/EPS低い,-0.014980158730158732,
6832.T,"AOI Electronics Co., Ltd.",0,25,14,39,25723959296.0,ROE低い/2回減配あり/配当性向100%以上,0.005249661434147807,
6798.T,SMK Corporation,0,25,14,39,21485187072.0,3回以上減配あり/ROE低い/2回減配あり/配当性向100%以上,0.07392484059150727,
5819.T,"Canare Electric Co., Ltd.",13,7,19,39,12273501184.0,2回減配あり,0.07682036823928959,
2341.T,"Arbeit-Times Co., Ltd.",0,20,19,39,3145790976.0,無配年あり/2回減配あり,-0.06944444444444446,
4071.T,"Plus Alpha Consulting Co.,Ltd.",0,9,30,39,92436692992.0,無配年あり,0.23130341880341881,
6523.T,PHC Holdings Corporation,0,20,19,39,201159475200.0,無配年あり/自己資本比率低い/2回減配あり/配当性向100%以上,-0.13614576114576113,
2438.T,"Asukanet Co., Ltd.",0,20,19,39,5520461312.0,3回以上減配あり/2回減配あり,-0.025268558601891936,
4728.T,"Tose Co., Ltd.",20,0,19,39,4941790720.0,,0.0,
9416.T,Vision Inc.,0,9,30,39,50593918976.0,無配年あり,0.0,
7368.T,"HYOJITO Co., Ltd.",0,20,19,39,8095084544.0,無配年あり,0.25833333333333336,
6099.T,Elan Corporation,0,9,30,39,45120663552.0,無配年あり,0.3075782242448909,
4839.T,Wowow Inc.,0,25,14,39,28592599040.0,3回以上減配あり/ROE低い/2回減配あり/配当性向100%以上,-0.07486772486772487,
3678.T,"MEDIA DO Co., Ltd.",0,20,19,39,19641659392.0,無配年あり,0.11315594128094127,
4377.T,ONE CAREER Inc.,0,9,30,39,45980143616.0,無配年あり,0.0,
5984.T,Kanefusa Corporation,0,25,14,39,10772435968.0,3回以上減配あり/ROE低い/2回減配あり,0.13268709382260954,
3660.T,istyle Inc.,0,9,30,39,53315563520.0,無配年あり,-0.3333333333333333,
2669.T,"Kanemi Co., Ltd.",0,25,14,39,37014437888.0,3回以上減配あり/ROE低い/2回減配あり,0.023852895464772445,
7085.T,"CURVES HOLDINGS Co., Ltd.",0,9,30,39,84932354048.0,無配年あり,0.3223809523809524,
9366.T,Sanritsu Corporation,0,20,19,39,6371256320.0,3回以上減配あり/2回減配あり,0.21456111789445126,
4308.T,J-Stream Inc.,0,20,19,39,8927014912.0,無配年あり/配当性向70%以上2回/2回減配あり,0.324094708396179,
7255.T,Sakurai Ltd.,15,12,12,39,1657455104.0,ROE低い/2回減配あり,0.07122507122507121,
7211.T,Mitsubishi Motors Corporation,0,25,14,39,535207215104.0,無配年あり/ROE低い/2回減配あり/配当性向100%以上,-0.026709401709401726,
8115.T,"MOONBAT Co.,Ltd.",0,20,19,39,5931431936.0,無配年あり,0.7077380952380952,
212A.T,FIT EASY Inc.,0,9,30,39,49431646208.0,無配年あり,0.25,
9621.T,"CTI Engineering Co., Ltd.",0,9,30,39,87417348096.0,無配年あり,0.2797017797017797,
9552.T,"Quants Research Institute Holdings, Inc.",0,9,30,39,62000533504.0,無配年あり,,
2737.T,Tomen Devices Corporation,15,0,24,39,238029504512.0,現金比率低い/営業CF合計マイナス/2回減配あり/自己資本比率低い,0.3101851851851852,
6469.T,"Hoden Seimitsu Kako Kenkyusho Co., Ltd.",0,9,30,39,30995478528.0,無配年あり/2回減配あり/現金比率低い,0.003869047619047619,
262A.T,Intermestic Inc.,0,9,30,39,54926925824.0,無配年あり,0.09452736318407952,
5368.T,"Japan Insulation Co., Ltd.",0,20,19,39,8779677696.0,無配年あり,0.012644787644787644,
9900.T,Sagami Holdings Corporation,0,19,20,39,70069698560.0,無配年あり/2回減配あり/現金比率低い,-0.017261904761904763,
4475.T,Hennge K.K.,0,9,30,39,53086883840.0,無配年あり,0.6666666666666666,
5885.T,"GDEP ADVANCE,Inc.",0,9,30,39,18115553280.0,無配年あり/現金比率低い,0.373134328358209,
4480.T,"Medley, Inc.",0,9,30,39,79088050176.0,無配年あり,,
4481.T,"Base Co., Ltd.",0,9,30,39,61707939840.0,無配年あり,0.37390140851121106,
9876.T,"Cox Co., Ltd.",0,20,19,39,6160115200.0,無配年あり,,
6165.T,"Punch Industry Co., Ltd.",0,25,14,39,15255010304.0,3回以上減配あり/ROE低い/2回減配あり,0.3692654785066462,
7717.T,"V Technology Co., Ltd.",1,19,19,39,53429456896.0,3回以上減配あり/2回減配あり,0.24247141747141743,
7771.T,"Nihon Seimitsu Co., Ltd.",0,15,24,39,6567849984.0,無配年あり,,
3538.T,WILLPLUS Holdings Corporation,13,0,25,38,9366736896.0,2回減配あり,0.19017939756482788,
3068.T,WDI Corporation,3,15,20,38,19047090176.0,3回以上減配あり/ROE低い/2回減配あり/自己資本比率低い,0.09423076923076924,
5410.T,"Godo Steel, Ltd.",1,27,10,38,46210539520.0,3回以上減配あり/減収傾向/ROE低い/2回減配あり,0.7267335004177109,
8550.T,"The Tochigi Bank, Ltd.",13,8,17,38,112567312384.0,営業CF合計マイナス/2回減配あり/自己資本比率低い,0.1360109389521154,
7049.T,"SHIKIGAKU. Co., Ltd.",0,8,30,38,6806905856.0,無配年あり/営業CF合計マイナス,,
4301.T,Amuse Inc.,1,17,20,38,30792867840.0,3回以上減配あり/ROE低い/2回減配あり,0.11896621896621896,
3160.T,"Oomitsu Co., Ltd.",18,0,20,38,8280420864.0,自己資本比率低い/ROE低い/現金比率低い/配当性向100%以上,0.10969143420123811,
9005.T,Tokyu Corporation,1,17,20,38,936673804288.0,3回以上減配あり/2回減配あり/現金比率低い,0.060205226871893544,
9830.T,Trusco Nakayama Corporation,1,12,25,38,161536393216.0,3回以上減配あり/2回減配あり,0.058081454037314434,
9849.T,Kyodo Paper Holdings,14,12,12,38,3058714368.0,配当性向70%以上2回/ROE低い,0.0,
3489.T,"FaithNetwork Co.,Ltd",0,8,30,38,25403457536.0,無配年あり/営業CF合計マイナス,0.39335775053530997,
5757.T,"CK SAN-ETSU Co., Ltd.",0,19,19,38,43800592384.0,無配年あり/2回減配あり/現金比率低い,0.2191964285714286,
343A.T,IACE TRAVEL Corporation.,0,8,30,38,6298263552.0,無配年あり/営業CF合計マイナス,,
8892.T,ES-CON JAPAN Ltd.,0,8,30,38,107012276224.0,無配年あり/営業CF合計マイナス/自己資本比率低い,0.01979166666666668,
7442.T,"Nakayamafuku Co.,Ltd.",12,12,14,38,9157198848.0,ROE低い/2回減配あり,-0.04403292181069959,
8835.T,Taiheiyo Kouhatsu Incorporated,9,15,14,38,6262316544.0,配当性向70%以上2回/ROE低い/2回減配あり,0.06592670894996476,
2462.T,"LIKE, Inc.",1,7,30,38,29744599040.0,3回以上減配あり/2回減配あり,0.14741386826713787,
3465.T,"Ki-Star Real Estate Co.,Ltd",0,8,30,38,110837293056.0,3回以上減配あり/営業CF合計マイナス/2回減配あり/自己資本比率低い,0.38751000296954685,
8387.T,"The Shikoku Bank, Ltd.",13,8,17,38,154342424576.0,営業CF合計マイナス/2回減配あり/自己資本比率低い,0.08188199256310712,
2980.T,SRE Holdings Corporation,0,8,30,38,39621758976.0,無配年あり/営業CF合計マイナス,,
2981.T,Landix Inc.,0,8,30,38,12531727360.0,無配年あり/営業CF合計マイナス,0.2774123995800063,
4098.T,"Titan Kogyo, Ltd.",14,7,17,38,3047864320.0,2回減配あり,0.027160493827160497,
4169.T,ENECHANGE Ltd.,0,13,25,38,12059424768.0,無配年あり/営業CF合計マイナス,,
6223.T,"Seibu Giken Co.,Ltd.",0,7,30,37,37565726720.0,無配年あり,0.08333333333333333,
5038.T,"eWeLL Co.,Ltd.",0,7,30,37,29695631360.0,無配年あり,0.2888888888888889,
6262.T,"Pegasus Co., Ltd.",0,25,12,37,12928422912.0,ROE低い/2回減配あり/配当性向100%以上,0.2911775531468626,
3788.T,GMO GlobalSign Holdings K.K.,0,7,30,37,23914412032.0,無配年あり/3回以上減配あり/2回減配あり,0.14522727166727292,
4371.T,Core Concept Technologies Inc.,0,7,30,37,23566286848.0,無配年あり,,
7358.T,Poppins Corporation,0,7,30,37,18726938624.0,無配年あり,0.05357142857142857,
4341.T,Seiryo Electric Corporation,0,12,25,37,3047513600.0,無配年あり/3回以上減配あり/2回減配あり,-0.2256358225108225,
4811.T,DreamArts Corporation,0,7,30,37,10386478080.0,無配年あり,0.7499999437500042,
9560.T,PROGRIT Inc.,0,7,30,37,10652233728.0,無配年あり,0.46153846153846156,
3993.T,PKSHA Technology Inc.,0,12,25,37,101804007424.0,無配年あり,,
2597.T,Unicafe Inc.,0,7,30,37,16669286400.0,無配年あり,-0.027777777777777776,
3063.T,j-Group Holdings Corp.,0,7,30,37,13732992000.0,無配年あり/2回減配あり/自己資本比率低い,-0.19999999999999998,
7238.T,"Akebono Brake Industry Co., Ltd.",0,20,17,37,29585870848.0,無配年あり,,
5542.T,Shinhokoku Material Corp.,13,2,22,37,6349854720.0,2回減配あり,0.13888888888888887,
3996.T,Signpost Corporation,0,12,25,37,2662187008.0,無配年あり/2回減配あり,-0.5833333333333334,
9767.T,"Nikken Kogaku Co., Ltd.",0,20,17,37,2915478528.0,無配年あり/2回減配あり,-0.14285714285714285,
3547.T,Unisia Holdings Co.,0,7,30,37,20493490176.0,無配年あり,0.05811965811965811,
6229.T,Okumura Engineering corp.,0,12,25,37,6638070784.0,無配年あり,0.034722222222222224,
7683.T,"WA, Inc.",0,17,20,37,27015747584.0,無配年あり/ROE低い/現金比率低い,0.560677966101695,
3387.T,create restaurants holdings inc.,0,17,20,37,344564760576.0,無配年あり/3回以上減配あり/2回減配あり/現金比率低い,0.2907297864783243,
6748.T,"Seiwa Electric Mfg. Co., Ltd.",0,7,30,37,10101053440.0,無配年あり,0.09012345679012346,
4482.T,WILLs Inc.,0,7,30,37,14863337472.0,無配年あり,0.2993711551606289,
5132.T,"pluszero, Inc.",0,7,30,37,15701460992.0,無配年あり,,
6191.T,AirTrip Corp.,0,7,30,37,17628981248.0,無配年あり,0.05357142857142857,
3914.T,JIG-SAW INC.,0,7,30,37,15521425408.0,無配年あり,,
6071.T,"IBJ, Inc.",0,7,30,37,35952513024.0,無配年あり,0.08333333333333333,
9564.T,FCE Inc.,0,7,30,37,13200092160.0,無配年あり,0.25,
7294.T,Yorozu Corporation,0,20,17,37,19073703936.0,3回以上減配あり/2回減配あり,0.11475753760346291,
543A.T,ARCHION Corporation,0,13,24,37,796652404736.0,無配年あり/3回以上減配あり/営業CF合計マイナス/2回減配あり,-0.23966885604816643,
3054.T,HYPER Inc.,12,0,25,37,3760926720.0,2回減配あり,0.024691358024691364,
3992.T,Needs Well Inc.,0,7,30,37,18097010688.0,無配年あり,0.1986146336553945,
6445.T,JANOME Corporation,0,25,12,37,23713329152.0,無配年あり/ROE低い/配当性向100%以上,0.23645833333333333,
9553.T,"MicroAd, Inc.",0,7,30,37,15838505984.0,無配年あり,,
7719.T,Tokyo Koki Co. Ltd.,0,7,30,37,3583362560.0,無配年あり,,
3548.T,Baroque Japan Limited,0,25,12,37,25758355456.0,無配年あり/ROE低い/配当性向100%以上,0.3537006578947368,
135A.T,"VRAIN Solution, Inc.",0,7,30,37,41741918208.0,無配年あり/営業CF合計マイナス/現金比率低い,,
7678.T,"Asakuma Co.,Ltd",0,17,20,37,33850650624.0,無配年あり/2回減配あり/現金比率低い,-0.75,
9160.T,"ON THE PAGE, Inc.",0,7,30,37,12528726016.0,無配年あり,,
8928.T,Anabuki Kosan Inc.,13,0,24,37,25066981376.0,営業CF合計マイナス/2回減配あり,0.07140755152888942,
9145.T,"Being Holdings Co., Ltd.",0,7,30,37,14218563584.0,無配年あり,0.21281258383560178,
6658.T,"Shirai Electronics Industrial Co., Ltd.",0,20,17,37,6883097600.0,無配年あり,0.06695804195804195,
9245.T,Livero Inc.,0,7,30,37,10500731904.0,無配年あり,0.0,
6822.T,"Oi Electric Co., Ltd.",0,7,30,37,6688330240.0,無配年あり/2回減配あり,-0.21666666666666667,
4985.T,Earth Corporation,0,12,25,37,107732787200.0,無配年あり,0.012020115177815989,
7777.T,"3-D Matrix, Ltd.",0,7,30,37,48120942592.0,無配年あり/営業CF合計マイナス/現金比率低い,,
7792.T,"Colan Totte.Co.,Ltd.",0,7,30,37,13590706176.0,無配年あり,0.37083333333333335,
4980.T,Dexerials Corporation,1,22,14,37,510235901952.0,3回以上減配あり/2回減配あり/現金比率低い,0.19154359138714425,
5139.T,OpenWork Inc.,0,7,30,37,20020193280.0,無配年あり,,
285A.T,Kioxia Holdings Corporation,0,17,20,37,27909366480896.0,無配年あり/現金比率低い,,
3901.T,"MarkLines Co., Ltd.",0,7,30,37,19680616448.0,無配年あり,0.1968107216233153,
4819.T,"Digital Garage, Inc.",0,17,20,37,104121237504.0,ROE低い/2回減配あり/配当性向100%以上,0.08772837687311373,
9519.T,"RENOVA, Inc.",0,17,20,37,83524976640.0,無配年あり/ROE低い/自己資本比率低い,,
3802.T,"Ecomic Co., Ltd",0,20,17,37,1718500096.0,無配年あり,0.22916666666666666,
4072.T,"Densan System Holdings Co., Ltd.",0,7,30,37,33428516864.0,無配年あり,0.4821911196911197,
7373.T,"Aidma Holdings, Inc.",0,7,30,37,13828914176.0,無配年あり,0.0,
7111.T,"INEST, Inc.",0,12,25,37,3920960256.0,無配年あり,,
7115.T,AlphaPurchase Corporation,0,7,30,37,14671394816.0,無配年あり,0.3547699214365881,
8304.T,"Aozora Bank, Ltd.",0,12,25,37,479767166976.0,3回以上減配あり/2回減配あり/自己資本比率低い,-0.039475731330739464,
5589.T,"Auto Server Co., Ltd.",0,7,30,37,21413222400.0,無配年あり,0.040983606557377046,
7060.T,geechs inc.,0,7,30,37,6187141120.0,無配年あり,0.25,
7081.T,"Koyou Rentia Co., Ltd.",0,7,30,37,14667099136.0,無配年あり,0.2190714453505151,
4651.T,Sanix Holdings Incorporated,0,15,22,37,13098245120.0,無配年あり/自己資本比率低い,,
4177.T,"i-plug,Inc.",0,7,30,37,6181487104.0,無配年あり,,
3418.T,"Balnibarbi Co.,Ltd.",15,7,15,37,11353938944.0,2回減配あり,0.07407407407407406,
2436.T,"Kyodo Public Relations Co., Ltd.",0,7,30,37,10592905216.0,無配年あり,0.30374149659863947,
2428.T,Wellnet Corporation,10,7,20,37,12076271616.0,2回減配あり,0.012213086015319218,
2212.T,"Yamazaki Baking Co., Ltd.",0,12,25,37,749222756352.0,無配年あり,0.16855999609622796,
6946.T,"Nippon Avionics Co., Ltd.",0,7,30,37,83704684544.0,無配年あり/営業CF合計マイナス/現金比率低い,0.0,
6919.T,KEL Corporation,0,25,12,37,10447385600.0,3回以上減配あり/ROE低い/2回減配あり/配当性向100%以上,0.175340091938063,
6599.T,"Ebrains, Inc.",0,20,17,37,5198322176.0,無配年あり,0.2273834839624313,
8713.T,FIDEA Holdings Co. Ltd.,13,5,19,37,51353989120.0,営業CF合計マイナス/2回減配あり/自己資本比率低い,0.05015432098765434,
4180.T,"Appier Group, Inc.",0,12,25,37,144892641280.0,無配年あり,0.125,
4396.T,System Support Holdings Inc.,0,7,30,37,29505708032.0,無配年あり,1.4245482944951033,
2410.T,"Career Design Center Co., Ltd.",0,7,30,37,15510963200.0,無配年あり,0.2092685417246821,
4286.T,CL Holdings Inc.,0,7,30,37,14110271488.0,無配年あり/3回以上減配あり/2回減配あり,0.006514636727877641,
8570.T,"AEON Financial Service Co., Ltd.",0,12,25,37,361498050560.0,3回以上減配あり/2回減配あり/自己資本比率低い,0.00738097627922533,
9699.T,"Nishio Holdings Co., Ltd.",0,12,25,37,132014014464.0,無配年あり,0.10019041712024168,
7435.T,"Nadex Co., Ltd.",0,25,12,37,10433771520.0,3回以上減配あり/ROE低い/2回減配あり,0.21459482073937156,
3984.T,"User Local, Inc.",0,7,30,37,23868381184.0,無配年あり,0.5708333333333333,
3939.T,"Kanamic Network Co.,LTD",0,7,30,37,24962537472.0,無配年あり,0.3132220165553179,
6955.T,FDK Corporation,0,25,12,37,14699024384.0,無配年あり/ROE低い,,
7030.T,SPRIX Inc.,0,7,30,37,17385410560.0,無配年あり,0.11082949308755762,
3445.T,"RS Technologies Co., Ltd.",0,12,25,37,150269722624.0,無配年あり,0.41322751322751317,
6594.T,Nidec Corporation,0,12,25,37,2947162832896.0,無配年あり,0.026282667949334624,
3175.T,"AP Holdings Co.,Ltd.",0,7,30,37,12300848128.0,無配年あり/現金比率低い/自己資本比率低い,,
3905.T,Datasection Inc.,0,7,30,37,52122828800.0,無配年あり/営業CF合計マイナス/現金比率低い,,
2173.T,Hakuten Corporation,0,7,30,37,11510260736.0,無配年あり/2回減配あり,0.15392331042002094,
4933.T,"I-ne CO., LTD.",0,7,30,37,25814781952.0,無配年あり,0.07692307692307693,
7872.T,"Estelle Holdings Co.,Ltd.",16,7,14,37,6454182912.0,ROE低い/配当性向100%以上,0.016666666666666666,
5136.T,"tripla Co., Ltd.",0,7,30,37,12041231360.0,無配年あり,,
6647.T,"Morio Denki Co., Ltd.",3,12,22,37,4559113216.0,3回以上減配あり/2回減配あり,0.1648148148148148,
7068.T,Feedforce Group Inc.,0,7,30,37,14940593152.0,無配年あり,1.0,
6554.T,"SUS Co.,Ltd.",0,7,30,37,10135276544.0,無配年あり,0.41825396825396827,
7409.T,"AeroEdge Co., Ltd.",0,7,30,37,37815435264.0,無配年あり,,
7399.T,"Nansin Co., Ltd.",13,12,12,37,3954260736.0,ROE低い/2回減配あり,0.14232804232804233,
4058.T,"Toyokumo, Inc.",0,7,30,37,27764453376.0,無配年あり,0.4142857142857143,
3983.T,"oRo Co., Ltd.",0,7,30,37,31425587200.0,無配年あり,0.2869047619047619,
5987.T,ONEX Corporation,20,2,15,37,2829408512.0,,0.0,
4668.T,"Meiko Network Japan Co., Ltd.",0,7,30,37,19607535616.0,3回以上減配あり/2回減配あり,0.009475262726036722,
9980.T,MRK Holdings Inc.,0,12,25,37,8761955328.0,無配年あり,0.0,
9163.T,Nareru Group Inc.,0,7,30,37,21088043008.0,無配年あり,0.10167464114832536,
9001.T,"Tobu Railway Co., Ltd.",1,17,19,37,587180605440.0,3回以上減配あり/2回減配あり/現金比率低い,0.14696629859673338,
5909.T,Corona Corporation,14,9,14,37,28367484928.0,配当性向70%以上2回/ROE低い/現金比率低い,0.0,
4441.T,Tobila Systems Inc.,0,7,30,37,15549063168.0,無配年あり,0.1710001328059042,
5133.T,Terilogy Holdings Corporation,0,7,30,37,5222449664.0,無配年あり,0.05714285714285716,
2932.T,"STI Foods Holdings,Inc.",0,7,30,37,19840587776.0,無配年あり,0.2689394596161844,
9211.T,f-code Inc.,0,7,30,37,17730541568.0,無配年あり,,
4242.T,Takagi Seiko Corporation,0,15,22,37,5038187520.0,無配年あり,0.23653223969013443,
9731.T,"Hakuyosha Company, Ltd.",0,7,30,37,12751958016.0,無配年あり/2回減配あり,0.38095238095238093,
9702.T,ISB Corporation,0,7,30,37,27892385792.0,無配年あり,0.18609675141838883,
1447.T,"SAAF Holdings Co.,Ltd.",0,15,22,37,10179245056.0,無配年あり/自己資本比率低い,,
4419.T,Finatext Holdings Ltd.,0,7,30,37,72605696000.0,無配年あり/営業CF合計マイナス/現金比率低い,,
5707.T,"Toho Zinc Co., Ltd.",0,17,20,37,41814736896.0,減収傾向/自己資本比率低い/無配年あり/3回以上減配あり/2回減配あり,0.0030357142857143082,
6627.T,"Tera Probe, Inc.",0,12,25,37,101249925120.0,無配年あり,0.8033769063180827,
9249.T,"Japan Ecosystem Co., Ltd.",0,7,30,37,14585288704.0,無配年あり,0.01961289080443289,
4238.T,"Miraial Co., Ltd.",0,25,12,37,16698393600.0,3回以上減配あり/ROE低い/2回減配あり/配当性向100%以上,0.18148148148148147,
5015.T,BP Castrol K.K.,0,7,30,37,23049545728.0,3回以上減配あり/配当性向70%以上2回/2回減配あり,-0.058822884040275344,
7836.T,"AVIX,Inc.",0,12,25,37,2704976640.0,無配年あり,,
3696.T,Ceres Inc.,0,7,30,37,25663672320.0,無配年あり,0.38095238095238093,
4493.T,"Cyber Security Cloud, Inc.",0,7,30,37,18657230848.0,無配年あり,0.6666666666666666,
4492.T,Genetec Corporation,0,7,30,37,4515061760.0,無配年あり/2回減配あり,1.9778579021942773,
4495.T,"i Cubed Systems, Inc.",0,7,30,37,10289784832.0,無配年あり,0.5479166666666666,
9251.T,"AB&Company Co.,Ltd.",0,7,30,37,22508756992.0,無配年あり,0.0,
9511.T,"The Okinawa Electric Power Company, Incorporated",13,9,14,36,65178075136.0,ROE低い/2回減配あり/自己資本比率低い,0.2147117929372747,
9601.T,"Shochiku Co., Ltd.",0,22,14,36,145957928960.0,無配年あり/ROE低い/2回減配あり,-0.17857142857142858,
7590.T,"Takasho Co.,Ltd.",10,12,14,36,6743380992.0,2回減配あり/配当性向100%以上,0.03402554630176112,
6080.T,"M&A Capital Partners Co.,Ltd.",0,12,24,36,134423396352.0,無配年あり,0.15125000000000002,
7267.T,"Honda Motor Co., Ltd.",1,25,10,36,6746597752832.0,3回以上減配あり/ROE低い/2回減配あり/EPS低い,0.12174312497452015,
8075.T,Shinsho Corporation,0,17,19,36,83890987008.0,3回以上減配あり/2回減配あり/自己資本比率低い,0.31406930312576137,
7280.T,Mitsuba Corporation,0,22,14,36,62537719808.0,無配年あり/3回以上減配あり/2回減配あり,0.008333333333333318,
